time_ms,voltage_mV,input_current_nA,spike
292.67,-62.25445210749555,20.108884397118572,0
1602.77,-43.17636542530255,19.726429555510894,0
1173.39,-55.67435866021574,19.841624997738837,0
127.53,-40.00950969732875,20.368348635582304,1
1855.49,-64.77252057423095,19.54671968308939,0
1184.97,-53.72080472877138,20.190544541502057,0
224.47000000000003,-46.53862538575966,19.061423804195737,0
1968.1100000000001,-40.03141782677724,20.01719616588966,1
165.28,-47.70285792003096,19.58557133545039,0
1499.45,-49.59135588444372,19.67049714222332,0
1190.15,-40.05241631339926,20.137252626859848,1
1152.39,-49.766656988669695,19.11342358787193,0
1492.1200000000001,-61.53617098458915,18.959850662162808,0
915.2800000000001,-57.0918107901278,20.023707227514723,0
1826.9100000000003,-46.88345196611812,20.18103676527909,0
1010.11,-40.79439409048108,19.638511785786342,0
710.08,-56.59308349963971,19.15589002537817,0
1737.1900000000003,-40.02956382123065,19.38204599548242,1
1899.15,-40.0271766318863,20.69703496884082,1
1116.5900000000001,-40.076521702763905,19.74488764216831,1
1986.7500000000002,-40.025952582758826,19.694603637610246,1
1677.9700000000003,-61.44526937527392,19.641532530738825,0
896.09,-60.764570778778086,19.75544177100933,0
345.21000000000004,-49.86265896950286,20.49322829557513,0
437.53000000000003,-41.10475590304427,19.346410854778416,0
888.07,-40.1068407609501,20.29476014050771,1
32.52,-56.37898189345482,19.792062966535745,0
1936.6000000000001,-63.416110933922894,19.76162329880386,0
744.4000000000001,-40.01167778278091,20.20063633779456,1
291.58,-49.43902567942524,19.757417948405976,0
266.46000000000004,-40.09942175676387,20.52088176138792,1
1762.1000000000001,-40.15477272888501,20.316743993829185,1
342.63000000000005,-45.03487460672623,20.606692361077545,0
260.24,-40.012612711532725,20.126003467547598,1
911.4300000000001,-40.02024392556901,20.586598431683647,1
717.0300000000001,-46.9321498239539,19.526801735861152,0
1783.92,-40.15490725698511,20.67085800728596,1
391.87000000000006,-45.94330655618679,19.65666746143673,0
1594.13,-40.03233401380047,20.11010607856774,1
193.16000000000003,-40.14051081333144,20.389888007089425,1
151.15,-40.153173257281274,19.89758289058877,1
315.29,-43.816674609413155,20.677855358267543,0
1178.3100000000002,-52.99090145616937,20.403079604044073,0
1564.8300000000002,-54.404641431487235,20.203702251966952,0
1880.54,-49.47284826970871,20.74528624466527,0
1331.69,-40.04230146795148,19.730604884073653,1
